id,lessons_id,type,title,subsequences
129,14,TOOL_ACTIVITY_TYPE,Φύλλο Αξιολόγησης,null
130,14,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
131,14,TOOL_ACTIVITY_TYPE,Υποβολή Φύλλ.Αξιολ.,null
133,14,TOOL_ACTIVITY_TYPE,Απαντ. Φ. Εργασίας,null
134,14,TOOL_ACTIVITY_TYPE,Επεξεργασία,null
135,14,TOOL_ACTIVITY_TYPE,Έργο,null
137,14,CHOSEN_BRANCHING_ACTIVITY_TYPE,Διακλάδωση,{26}
140,14,SYNCH_GATE_ACTIVITY_TYPE,Πύλη,null
141,14,TOOL_ACTIVITY_TYPE,Υποβολή Φύλλ. Εργ.,null
142,15,TOOL_ACTIVITY_TYPE,ΤΑΥΤΟΤΗΤΑ ΕΝΟΤΗΤΑΣ,null
143,15,TOOL_ACTIVITY_TYPE,ΜΕΡΟΣ Α(ΣΤΟ ΣΠΙΤΙ),null
144,15,TOOL_ACTIVITY_TYPE,ΕΙΣΑΓΩΓΗ,null
145,15,TOOL_ACTIVITY_TYPE,ΕΙΚΟΝΙΚΗ ΠΡΑΓΜΑΤΙΚΟΤΗΤΑ,null
146,15,TOOL_ACTIVITY_TYPE,ΙΣΤΟΡΙΑ ΕΙΚΟΝΙΚΗΣ ΠΡΑΓΜΑΤΙΚΟΤΗΤΑΣ,null
147,15,TOOL_ACTIVITY_TYPE,ΟΦΕΛΗ ΚΑΙ ΜΕΙΟΝΕΚΤΗΜΑΤΑ,null
148,15,TOOL_ACTIVITY_TYPE,ΝΟΗΤΙΚΟΣ ΧΑΡΤΗΣ,null
149,15,TOOL_ACTIVITY_TYPE,Image Gallery,null
150,15,TOOL_ACTIVITY_TYPE,Share Resources,null
151,15,TOOL_ACTIVITY_TYPE,Forum,null
152,15,PARALLEL_ACTIVITY_TYPE,ΕΚΠΑΙΔΕΥΣΗ ΚΑΙ ΕΙΚΟΝΙΚΗ ΠΡΑΓΜΑΤΙΚΟΤΗΤΑ,"{28, 29}"
153,15,TOOL_ACTIVITY_TYPE,Διαδικτυακές Εφαρμογές VR,null
154,15,TOOL_ACTIVITY_TYPE,Λογισμικό VR,null
155,15,TOOL_ACTIVITY_TYPE,ΞΕΝΕΣ ΕΦΑΡΜΟΓΕΣ,null
156,15,TOOL_ACTIVITY_TYPE,ΕΛΛΗΝΙΚΕΣ ΕΦΑΡΜΟΓΕΣ,null
157,15,TOOL_ACTIVITY_TYPE,ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ,null
158,15,TOOL_ACTIVITY_TYPE,ΜΕΡΟΣ Β(ΣΤΗΝ ΤΑΞΗ),null
159,15,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
160,15,GROUPING_ACTIVITY_TYPE,ΟΜΑΔΕΣ,null
161,15,TOOL_ACTIVITY_TYPE,ΕΦΑΡΜΟΓΕΣ VR,null
162,15,TOOL_ACTIVITY_TYPE,Wiki,null
163,15,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
164,15,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
165,15,TOOL_ACTIVITY_TYPE,Chat,null
166,15,TOOL_ACTIVITY_TYPE,ΣΥΝΟΨΗ,null
167,15,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
168,15,TOOL_ACTIVITY_TYPE,Wiki-ΕΜΠΕΔΩΣΗ,null
169,15,TOOL_ACTIVITY_TYPE,ΑΝΑΤΡΟΦΟΔΟΤΗΣΗ-1,null
170,15,TOOL_ACTIVITY_TYPE,ΑΝΑΤΡΟΦΟΔΟΤΗΣΗ-2,null
171,15,TOOL_ACTIVITY_TYPE,Assessment,null
172,15,OPTIONS_ACTIVITY_TYPE,Optional Activity,{30}
173,16,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
174,16,TOOL_ACTIVITY_TYPE,Ερωτήσεις Σωστού Λάθους,null
175,16,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
177,17,TOOL_BRANCHING_ACTIVITY_TYPE,More information,{33}
178,17,TOOL_ACTIVITY_TYPE,Is this knowledge helpful,null
179,17,TOOL_ACTIVITY_TYPE,Case feedback,null
180,17,TOOL_ACTIVITY_TYPE,Suffering and spinal cord injury,null
181,17,TOOL_ACTIVITY_TYPE,Learning objectives,null
176,17,TOOL_ACTIVITY_TYPE,Introduction to LAMS,null
182,17,TOOL_ACTIVITY_TYPE,Introduction to the case,null
183,17,TOOL_ACTIVITY_TYPE,Nociceptive and neuropathic pain,null
184,17,TOOL_ACTIVITY_TYPE,Feedback,null
185,17,GROUPING_ACTIVITY_TYPE,Groups of 5,null
186,17,TOOL_ACTIVITY_TYPE,Feedback,null
187,17,TOOL_ACTIVITY_TYPE,Complications,null
188,17,TOOL_ACTIVITY_TYPE,Feedback,null
189,17,TOOL_ACTIVITY_TYPE,Neurological examinations - part 2,null
190,17,TOOL_ACTIVITY_TYPE,Research question - OECs,null
191,17,TOOL_ACTIVITY_TYPE,Feedback,null
192,17,TOOL_ACTIVITY_TYPE,Neurological examinations - part 3,null
193,17,TOOL_ACTIVITY_TYPE,Radiological examinations,null
194,17,TOOL_ACTIVITY_TYPE,Feedback,null
195,17,TOOL_ACTIVITY_TYPE,Wound healing,null
196,17,GROUPING_ACTIVITY_TYPE,2 groups,null
197,17,TOOL_ACTIVITY_TYPE,Suffering and spinal cord injuries,null
198,17,TOOL_ACTIVITY_TYPE,Feedback,null
199,17,TOOL_ACTIVITY_TYPE,Rehabilitation,null
200,17,TOOL_ACTIVITY_TYPE,Feedback,null
201,17,TOOL_ACTIVITY_TYPE,Feedback,null
202,17,TOOL_ACTIVITY_TYPE,Which ASIA score?,null
203,17,TOOL_ACTIVITY_TYPE,ASIA scores,null
205,17,TOOL_ACTIVITY_TYPE,Nociceptive and neuropathic pain,null
207,17,FLOATING_ACTIVITY_TYPE,Support Activity,null
208,17,TOOL_ACTIVITY_TYPE,Case Resources,null
209,17,TOOL_ACTIVITY_TYPE,Feedback,null
211,18,TOOL_ACTIVITY_TYPE,How good are sample statistics?,null
212,18,TOOL_ACTIVITY_TYPE,Convinced?,null
210,18,GROUPING_ACTIVITY_TYPE,Grouping,null
213,18,TOOL_ACTIVITY_TYPE,Sample Statistics,null
214,18,TOOL_ACTIVITY_TYPE,Experience it!,null
215,18,TOOL_ACTIVITY_TYPE,My Reflection,null
217,19,TOOL_ACTIVITY_TYPE,Sound 1,null
218,19,TOOL_ACTIVITY_TYPE,Multiple Choice,null
216,19,TOOL_ACTIVITY_TYPE,Welcome,null
219,19,TOOL_ACTIVITY_TYPE,Story Time,null
220,19,TOOL_ACTIVITY_TYPE,Image Gallery,null
221,19,TOOL_ACTIVITY_TYPE,What is weather?,null
222,19,TOOL_ACTIVITY_TYPE,Sounds like?,null
223,19,TOOL_ACTIVITY_TYPE,Weather & Me,null
224,19,TOOL_ACTIVITY_TYPE,What do I wear?,null
225,19,TOOL_ACTIVITY_TYPE,Congratulations,null
226,19,TOOL_ACTIVITY_TYPE,Vote-weather today,null
227,19,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
228,19,TOOL_ACTIVITY_TYPE,Time to draw,null
229,19,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
230,19,TOOL_ACTIVITY_TYPE,What sound?,null
231,19,TOOL_ACTIVITY_TYPE,Sound 2,null
232,19,TOOL_ACTIVITY_TYPE,What Sound?,null
233,19,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
234,19,TOOL_ACTIVITY_TYPE,Reading the weather,null
235,19,TOOL_ACTIVITY_TYPE,Game,null
236,19,CHOSEN_BRANCHING_ACTIVITY_TYPE,Branching,"{37, 38}"
238,19,TOOL_ACTIVITY_TYPE,Cloud Making,null
239,19,TOOL_ACTIVITY_TYPE,Colouring in,null
241,19,TOOL_ACTIVITY_TYPE,Survey,null
242,19,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
243,20,TOOL_ACTIVITY_TYPE,Καλώς ήρθατε!,null
244,20,TOOL_ACTIVITY_TYPE,Ερωτήσεις Πολλαπλής Επιλογής,null
245,20,TOOL_ACTIVITY_TYPE,Ερωτήσεις κατανόησης,null
246,20,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
247,21,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
248,21,TOOL_ACTIVITY_TYPE,Αυθόρμ. Παρατήρηση,null
249,21,GROUPING_ACTIVITY_TYPE,Τετράδες,null
250,21,TOOL_ACTIVITY_TYPE,Εκφρ πρώτων παρατ.,null
251,21,TOOL_ACTIVITY_TYPE,Εκφρ πρώτ. ερωτημάτων,null
252,21,TOOL_ACTIVITY_TYPE,Χρήση οπτικής νοημ.,null
253,21,TOOL_ACTIVITY_TYPE,Εντοπ. Κεντρ Ερωτ,null
254,21,TOOL_ACTIVITY_TYPE,Απομ. εργ τεχνης,null
255,21,TOOL_ACTIVITY_TYPE,Επιστρ. σε παρατηρ.,null
256,21,TOOL_ACTIVITY_TYPE,Επεξ Εικ. Pixlr,null
257,21,TOOL_ACTIVITY_TYPE,Διέγερσης Προσοχής,null
258,21,TOOL_ACTIVITY_TYPE,Αναζήτ. Εκπλήξεων,null
259,21,TOOL_ACTIVITY_TYPE,Αναζ. Ψυχ. Διάθεσης,null
260,21,TOOL_ACTIVITY_TYPE,Αναζ. συμβολ.-νοημάτων,null
261,21,TOOL_ACTIVITY_TYPE,Αλλ. Κλίμακ. Παρατ.,null
262,21,TOOL_ACTIVITY_TYPE,Αναζητ. Υπερβολών,null
263,21,TOOL_ACTIVITY_TYPE,Χωροχρονική Τοποθ.,null
264,21,TOOL_ACTIVITY_TYPE,Προσπάθ. Ερμηνείας,null
265,21,TOOL_ACTIVITY_TYPE,Απαντ. Αρχ. Προβλημ.,null
266,21,TOOL_ACTIVITY_TYPE,Διανοιοητ. Αλλλαγές,null
267,21,TOOL_ACTIVITY_TYPE,Γιατί Εντυπωσ. Στοιχ Εργου,null
268,21,TOOL_ACTIVITY_TYPE,Χρήση Άλλων Πηγών,null
269,21,TOOL_ACTIVITY_TYPE,Υποβολή Αρχείου,null
270,21,TOOL_ACTIVITY_TYPE,Αλληλογνωριμια με καρποστάλ,null
271,21,TOOL_ACTIVITY_TYPE,Ρόλος Αποτ. Εκπαιδ.,null
272,21,TOOL_ACTIVITY_TYPE,Για το έργο,null
273,21,GROUPING_ACTIVITY_TYPE,Δυο Ομαδες,null
274,21,GROUP_BRANCHING_ACTIVITY_TYPE,Διακλάδωση,"{41, 42}"
276,21,TOOL_ACTIVITY_TYPE,Παρ. Διαμ Θετ κλιμ,null
277,21,TOOL_ACTIVITY_TYPE,Παρ Διαμ Αρν Κλιμ,null
279,21,TOOL_ACTIVITY_TYPE,Αξιολόγηση Μεθόδου,null
280,22,TOOL_ACTIVITY_TYPE,Καλώς ήρθατε!,null
281,22,TOOL_ACTIVITY_TYPE,H Pascal,null
282,22,TOOL_ACTIVITY_TYPE,Σωστό ή Λάθος,null
283,22,TOOL_ACTIVITY_TYPE,Σύντομης Απάντησης,null
284,22,TOOL_ACTIVITY_TYPE,Πολλαπλής Επιλογής,null
285,22,TOOL_ACTIVITY_TYPE,Αντιστοίχισης,null
286,22,TOOL_ACTIVITY_TYPE,Ανακεφαλαίωση,null
287,22,TOOL_ACTIVITY_TYPE,Ερευνα,null
288,22,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
289,23,TOOL_ACTIVITY_TYPE,Καλώς ήρθατε,null
290,23,TOOL_ACTIVITY_TYPE,Ερωτήσεις διερεύνησης,null
291,23,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
292,23,TOOL_ACTIVITY_TYPE,Δραστηριότητα ,null
293,23,TOOL_ACTIVITY_TYPE,Ερωτήσεις - Τέλος,null
294,23,TOOL_ACTIVITY_TYPE,Οφέλη δικτύωσης - Παρουσίαση,null
295,23,TOOL_ACTIVITY_TYPE,Οφέλη δικτύωσης - Ερωτήσεις,null
296,23,TOOL_ACTIVITY_TYPE,Αρχιτεκτονική Δικτύων - Παρουσίαση,null
297,23,TOOL_ACTIVITY_TYPE,Αρχιτεκτονική Δικτύων - Animations,null
298,23,TOOL_ACTIVITY_TYPE,Αρχιτεκτονική Δικτύων - Ερωτήσεις,null
299,23,TOOL_ACTIVITY_TYPE,Ιεραρχία κόμβων δικτύου - Παρουσίαση,null
300,23,TOOL_ACTIVITY_TYPE,Ιεραρχία κόμβων δικτύου - Ερωτήσεις,null
301,23,TOOL_ACTIVITY_TYPE,Σύνδεση σε δίκτυο - Παρουσίαση,null
302,23,TOOL_ACTIVITY_TYPE,Σύνδεση σε δίκτυο - Ερωτήσεις,null
303,23,TOOL_ACTIVITY_TYPE,Φύλλο Εργασίας,null
304,24,TOOL_ACTIVITY_TYPE,Εισαγωγή στο θέμα,null
305,24,PARALLEL_ACTIVITY_TYPE,Πηγές και συζήτηση,"{46, 47}"
306,24,GROUPING_ACTIVITY_TYPE,Χωρισμός σε ομάδες,null
307,24,TOOL_ACTIVITY_TYPE,Βίντεο αφόρμησης,null
308,24,TOOL_ACTIVITY_TYPE,Ανάθεση θέματος,null
309,24,TOOL_ACTIVITY_TYPE,Απεικόν.Αποφάσεων,null
310,24,TOOL_ACTIVITY_TYPE,Συζήτ. για έρευνα,null
311,24,PARALLEL_ACTIVITY_TYPE,Αναζήτ. - Σύνθ. Πληροφ.,"{48, 49}"
312,24,TOOL_ACTIVITY_TYPE,Διαχείρ. ερωτήσεων,null
313,24,TOOL_ACTIVITY_TYPE,Διαμοιρασμ. ερωτημ.,null
314,24,TOOL_ACTIVITY_TYPE,Ανάκληση γνώσεων,null
315,24,TOOL_ACTIVITY_TYPE,Επεξ. Αποτελ.&Υποβ.,null
316,24,OPTIONS_ACTIVITY_TYPE,Βιντεοσκόπ. συνεντεύξ.,"{50, 51}"
317,24,TOOL_ACTIVITY_TYPE,Συγκέντρωση υλικού ,null
318,24,TOOL_ACTIVITY_TYPE,Ανάθεση ρόλων,null
319,24,TOOL_ACTIVITY_TYPE,Ολοκλήρ. έρευνας ,null
320,24,TOOL_ACTIVITY_TYPE,Παρουσίαση έρευνας,null
321,24,TOOL_ACTIVITY_TYPE,Ατομική αξιολόγ.,null
322,24,TOOL_ACTIVITY_TYPE,Συλλογική αξιολόγ.,null
323,24,TOOL_ACTIVITY_TYPE,Αναζ.&Συλλ. πληροφ.,null
324,24,TOOL_ACTIVITY_TYPE,Εγγραφή Βίντεο,null
325,24,TOOL_ACTIVITY_TYPE,Συζήτ. για διαδίκτυο,null
326,24,TOOL_ACTIVITY_TYPE,Αποδελτ. ερωτημ.,null
327,24,PARALLEL_ACTIVITY_TYPE,Πόροι και συζήτηση,"{52, 53}"
328,24,TOOL_ACTIVITY_TYPE,Σχετικά Βίντεο,null
329,24,TOOL_ACTIVITY_TYPE,Σύνθεση πληροφορ.,null
330,24,TOOL_ACTIVITY_TYPE,Υπ. αρχείου Βίντεο,null
331,24,TOOL_ACTIVITY_TYPE,Συζήτ. συμπερασμάτ.,null
332,24,TOOL_ACTIVITY_TYPE,Συζ. για στόχ. έρευν.,null
333,24,TOOL_ACTIVITY_TYPE,Νοητικός χάρτης,null
334,25,TOOL_ACTIVITY_TYPE,Noticeboard,null
335,25,TOOL_ACTIVITY_TYPE,Q & A,null
336,25,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
337,25,TOOL_ACTIVITY_TYPE,Multiple Choice,null
338,25,TOOL_ACTIVITY_TYPE,Noticeboard,null
339,25,TOOL_ACTIVITY_TYPE,Task List,null
340,25,TOOL_ACTIVITY_TYPE,Assessment,null
341,25,TOOL_ACTIVITY_TYPE,Gmap,null
342,25,TOOL_ACTIVITY_TYPE,Noticeboard,null
343,25,TOOL_ACTIVITY_TYPE,Noticeboard,null
344,25,TOOL_ACTIVITY_TYPE,Noticeboard,null
345,25,TOOL_ACTIVITY_TYPE,Noticeboard,null
346,25,TOOL_ACTIVITY_TYPE,Multiple Choice,null
347,25,TOOL_ACTIVITY_TYPE,Forum,null
348,25,OPTIONS_ACTIVITY_TYPE,Optional Activity,{57}
349,25,TOOL_ACTIVITY_TYPE,Submit Files,null
352,25,OPTIONS_WITH_SEQUENCES_TYPE,Optional Sequences,"{56, 55}"
353,25,TOOL_ACTIVITY_TYPE,Assessment,null
354,25,TOOL_ACTIVITY_TYPE,Assessment,null
355,25,TOOL_ACTIVITY_TYPE,Noticeboard,null
356,26,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
357,26,TOOL_ACTIVITY_TYPE,Ερωτήσεις,null
358,26,GROUPING_ACTIVITY_TYPE,Ομάδες δύο ατόμων,null
359,26,TOOL_ACTIVITY_TYPE,Ομαδική συζήτηση,null
360,26,TOOL_ACTIVITY_TYPE,Επισκόπηση,null
361,26,PARALLEL_ACTIVITY_TYPE,Συνεργασία & Συζήτηση,"{59, 60}"
362,26,TOOL_ACTIVITY_TYPE,Σημειωματάριο,null
363,26,GROUPING_ACTIVITY_TYPE,Ομάδες 5 ατόμων,null
364,26,TOOL_ACTIVITY_TYPE,Ομαδική συζήτηση,null
365,26,TOOL_ACTIVITY_TYPE,Επισκόπηση,null
366,26,PARALLEL_ACTIVITY_TYPE,Συνέχιση Συζήτησης,"{61, 62}"
367,26,TOOL_ACTIVITY_TYPE,Νοητικός Χάρτης,null
368,26,TOOL_ACTIVITY_TYPE,Τέλος Μαθήματος,null
369,27,TOOL_ACTIVITY_TYPE,Συναρτήσεις,null
370,27,TOOL_ACTIVITY_TYPE,Συναρτήσεις,null
371,27,TOOL_ACTIVITY_TYPE,Εισαγωγή συνάρτησης,null
372,27,TOOL_ACTIVITY_TYPE,Αντιγραφή - Μεταφορά,null
373,27,TOOL_ACTIVITY_TYPE,Αντιγραφή,null
374,27,TOOL_ACTIVITY_TYPE,Λίστα Εργασιών,null
375,28,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
376,28,TOOL_ACTIVITY_TYPE,Ας γνωρίσουμε,null
377,28,TOOL_ACTIVITY_TYPE,Νοητικός χάρτης,null
378,28,TOOL_ACTIVITY_TYPE,Μήπως γνωρίζετε;,null
379,28,TOOL_ACTIVITY_TYPE,Λειτουργία εγκεφάλου,null
380,28,TOOL_ACTIVITY_TYPE,Μη ξεχάσεις,null
381,28,TOOL_ACTIVITY_TYPE,Χώρος Έκθ Εικόνων,null
382,29,TOOL_ACTIVITY_TYPE,Lecture 2 Intro,null
383,29,TOOL_ACTIVITY_TYPE,The Language Lab,null
384,29,TOOL_ACTIVITY_TYPE,Internet Resources,null
385,29,TOOL_ACTIVITY_TYPE,Forum,null
386,29,PARALLEL_ACTIVITY_TYPE,Resources&Forum,"{66, 67}"
387,29,TOOL_ACTIVITY_TYPE,Interview Data,null
388,29,TOOL_ACTIVITY_TYPE,Pedagogy,null
389,29,TOOL_ACTIVITY_TYPE,Other Issues,null
390,29,TOOL_ACTIVITY_TYPE,Good Pedagogy,null
391,29,TOOL_ACTIVITY_TYPE,Beliefs,null
392,29,TOOL_ACTIVITY_TYPE,Q & A,null
393,29,TOOL_ACTIVITY_TYPE,Improvement,null
