id,lessons_id,type,title,subsequences
4028,317,TOOL_ACTIVITY_TYPE,Έλληνες ευεργέτες,null
4029,317,TOOL_ACTIVITY_TYPE,Ποιον ξεχωρίζετε;,null
4030,317,TOOL_ACTIVITY_TYPE,Η γνώμη σας,null
4032,318,TOOL_ACTIVITY_TYPE,Μικρές Ερωτήσεις,null
4033,318,TOOL_ACTIVITY_TYPE,Εισαγωγή ,null
4034,318,TOOL_ACTIVITY_TYPE,Στόχοι ,null
4035,318,TOOL_ACTIVITY_TYPE,Επίλογος ,null
4031,318,TOOL_ACTIVITY_TYPE,Καλωσόρισμα ,null
4036,318,GROUPING_ACTIVITY_TYPE,Τριάδες....,null
4037,318,TOOL_ACTIVITY_TYPE,Ομαδική Άσκηση ,null
4038,318,TOOL_ACTIVITY_TYPE,Συζήτηση,null
4039,318,TOOL_ACTIVITY_TYPE,Απαντήσεις ...,null
4041,319,GROUPING_ACTIVITY_TYPE,Grouping,null
4042,319,GROUP_BRANCHING_ACTIVITY_TYPE,Branching,"{789, 790}"
4043,319,TOOL_ACTIVITY_TYPE,Chat,null
4040,319,TOOL_ACTIVITY_TYPE,Title page ,null
4044,319,TOOL_ACTIVITY_TYPE,Women in Rome ,null
4045,319,TOOL_ACTIVITY_TYPE,Intro to Agrippina ,null
4046,319,TOOL_ACTIVITY_TYPE,Web page of women in Rome ,null
4047,319,TOOL_ACTIVITY_TYPE,Q&A Women in Rome,null
4049,319,TOOL_ACTIVITY_TYPE,video ,null
4050,319,TOOL_ACTIVITY_TYPE,Game ,null
4051,319,TOOL_ACTIVITY_TYPE,JUVENAL quote ,null
4052,319,TOOL_ACTIVITY_TYPE,Q & A,null
4053,319,TOOL_ACTIVITY_TYPE,household power ,null
4054,319,TOOL_ACTIVITY_TYPE,Noticeboard,null
4055,319,TOOL_ACTIVITY_TYPE,questions on video ,null
4056,319,TOOL_ACTIVITY_TYPE,Multiple Choice,null
4058,320,TOOL_ACTIVITY_TYPE,Graph Equation,null
4059,321,TOOL_ACTIVITY_TYPE,Welcome,null
4060,321,TOOL_ACTIVITY_TYPE,Motivation 1,null
4061,321,TOOL_ACTIVITY_TYPE,Kusasa Route Map,null
4062,321,TOOL_ACTIVITY_TYPE,Lesson Route Map,null
4063,321,TOOL_ACTIVITY_TYPE,Lesson Outcome,null
4064,321,TOOL_ACTIVITY_TYPE,Story,null
4065,321,TOOL_ACTIVITY_TYPE,Story Crunch,null
4066,321,TOOL_ACTIVITY_TYPE,Motivation 3,null
4067,321,TOOL_ACTIVITY_TYPE,Contexts,null
4068,321,TOOL_ACTIVITY_TYPE,eToys Prep,null
4069,321,TOOL_ACTIVITY_TYPE,eToys Crunch 1,null
4070,321,TOOL_ACTIVITY_TYPE,eToys Cruch 2,null
4071,321,TOOL_ACTIVITY_TYPE,eToys Crunch 3,null
4072,321,TOOL_ACTIVITY_TYPE,Goodbye,null
4073,322,TOOL_ACTIVITY_TYPE,ΕΙΣΑΓΩΓΗ,null
4074,322,TOOL_ACTIVITY_TYPE,Π.Θ ΑΠΟΔΕΙΞΗ,null
4075,322,TOOL_ACTIVITY_TYPE,ΠΡΟΣΘΕΤΟ ΥΛΙΚΟ,null
4076,322,TOOL_ACTIVITY_TYPE,Ερωτ. Πολ. Επ.,null
4077,322,TOOL_ACTIVITY_TYPE,Ερωτ. & Απαντ.,null
4078,322,TOOL_ACTIVITY_TYPE,Υποβολή Αρχείου,null
4079,322,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
4081,323,TOOL_ACTIVITY_TYPE,Sound 1,null
4082,323,TOOL_ACTIVITY_TYPE,Multiple Choice,null
4080,323,TOOL_ACTIVITY_TYPE,Welcome,null
4083,323,TOOL_ACTIVITY_TYPE,Story Time,null
4084,323,TOOL_ACTIVITY_TYPE,Image Gallery,null
4085,323,TOOL_ACTIVITY_TYPE,What is weather?,null
4086,323,TOOL_ACTIVITY_TYPE,Sounds like?,null
4087,323,TOOL_ACTIVITY_TYPE,Weather & Me,null
4088,323,TOOL_ACTIVITY_TYPE,What do I wear?,null
4089,323,TOOL_ACTIVITY_TYPE,Congratulations,null
4090,323,TOOL_ACTIVITY_TYPE,Vote-weather today,null
4091,323,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
4092,323,TOOL_ACTIVITY_TYPE,Time to draw,null
4093,323,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
4094,323,TOOL_ACTIVITY_TYPE,What sound?,null
4095,323,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
4096,323,TOOL_ACTIVITY_TYPE,Game,null
4097,323,CHOSEN_BRANCHING_ACTIVITY_TYPE,Branching,"{795, 796}"
4099,323,TOOL_ACTIVITY_TYPE,Cloud Making,null
4100,323,TOOL_ACTIVITY_TYPE,Survey,null
4101,323,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
4102,323,TOOL_ACTIVITY_TYPE,Colouring in,null
4105,324,TOOL_ACTIVITY_TYPE,Ερωτ. Πολ. Επ.,null
4104,324,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4106,324,TOOL_ACTIVITY_TYPE,Ερωτ.σύντομης απάντησης,null
4107,324,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
4108,324,TOOL_ACTIVITY_TYPE,Συζήτηση(Forum),null
4109,324,TOOL_ACTIVITY_TYPE,Ιστότοποι,null
4110,324,TOOL_ACTIVITY_TYPE,Ασκήσεις ,null
4111,324,TOOL_ACTIVITY_TYPE,Υποβολή λύσεων,null
4112,324,TOOL_ACTIVITY_TYPE,Ερώτηση ανάπτυξης.,null
4113,324,TOOL_ACTIVITY_TYPE,Στόχοι μαθήματος,null
4114,324,SYNCH_GATE_ACTIVITY_TYPE,Πύλη,null
4115,324,TOOL_ACTIVITY_TYPE,Χώρος Έκθ Εικόνων,null
4116,325,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4117,325,TOOL_ACTIVITY_TYPE,Θεωρία,null
4118,325,TOOL_ACTIVITY_TYPE,Ερωτ. Πολ. Επ.,null
4119,325,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4120,325,TOOL_ACTIVITY_TYPE,Διαμοίρ. Πόρων,null
4121,325,TOOL_ACTIVITY_TYPE,Διαμοίρ. Πόρων,null
4122,325,TOOL_ACTIVITY_TYPE,Υποβολή Αρχείου,null
4123,326,TOOL_ACTIVITY_TYPE,Welcome,null
4124,326,TOOL_ACTIVITY_TYPE,Motivation 1,null
4125,326,TOOL_ACTIVITY_TYPE,Lesson Route Map,null
4126,326,TOOL_ACTIVITY_TYPE,Story,null
4127,326,TOOL_ACTIVITY_TYPE,Story Crunch 1,null
4128,326,TOOL_ACTIVITY_TYPE,Motivation 2,null
4129,326,TOOL_ACTIVITY_TYPE,Contexts,null
4130,326,TOOL_ACTIVITY_TYPE,Activity Crunch 1,null
4131,326,TOOL_ACTIVITY_TYPE,eToys Crunch 1,null
4132,326,TOOL_ACTIVITY_TYPE,eToys Prep,null
4133,326,TOOL_ACTIVITY_TYPE,Story Crunch 2,null
4134,326,TOOL_ACTIVITY_TYPE,Story Crunch 3,null
4135,326,TOOL_ACTIVITY_TYPE,Outcome,null
4136,326,TOOL_ACTIVITY_TYPE,Experiment Prep,null
4137,327,TOOL_ACTIVITY_TYPE,Noticeboard,null
4138,327,TOOL_ACTIVITY_TYPE,K W L Forumn,null
4140,327,TOOL_ACTIVITY_TYPE,Chat,null
4141,327,TOOL_ACTIVITY_TYPE,Chat,null
4142,327,TOOL_ACTIVITY_TYPE,Chat,null
4143,327,TOOL_ACTIVITY_TYPE,Chat,null
4144,327,TOOL_ACTIVITY_TYPE,Mindmap,null
4145,327,TOOL_ACTIVITY_TYPE,Scribe,null
4146,327,PARALLEL_ACTIVITY_TYPE,Chat and Scribe,"{803, 804}"
4147,327,TOOL_ACTIVITY_TYPE,Scribe,null
4148,327,PARALLEL_ACTIVITY_TYPE,Chat and Scribe,"{805, 806}"
4150,327,TOOL_ACTIVITY_TYPE,Mindmap,null
4151,327,TOOL_ACTIVITY_TYPE,Notebook,null
4152,327,GROUP_BRANCHING_ACTIVITY_TYPE,Branching,"{801, 802}"
4153,327,GROUPING_ACTIVITY_TYPE,Grouping,null
4154,327,TOOL_ACTIVITY_TYPE,Notebook,null
4155,327,OPTIONS_ACTIVITY_TYPE,Extension,"{808, 807}"
4156,327,TOOL_ACTIVITY_TYPE,Noticeboard,null
4157,327,TOOL_ACTIVITY_TYPE,Submit Files,null
4159,328,TOOL_ACTIVITY_TYPE,Πειράματα - videos,null
4160,328,TOOL_ACTIVITY_TYPE,Ερωτ. & Απαντ.,null
4161,328,TOOL_ACTIVITY_TYPE,Ερωτ. Πολ. Επ.,null
4162,328,TOOL_ACTIVITY_TYPE,Προσομοιώσεις,null
4163,328,TOOL_ACTIVITY_TYPE,ΔΙΑΓΩΝΙΣΜΑ ΕΡΓΟΥ ΕΝΕΡΓΕΙΑΣ,null
4164,328,TOOL_ACTIVITY_TYPE,Πείραμα1,null
4165,328,TOOL_ACTIVITY_TYPE,ΑΣΚΗΣΕΙΣ ΓΙΑ ΛΥΣΗ,null
4166,328,TOOL_ACTIVITY_TYPE,ΠΑΡΟΥΣΙΑΣΗ ppt,null
4158,328,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4167,328,TOOL_ACTIVITY_TYPE,Στοιχεία θεωρίας,null
4168,328,TOOL_ACTIVITY_TYPE,ΕΡΓΑΣΤΗΡΙΟ,null
4169,328,TOOL_ACTIVITY_TYPE,διαδικτυακό μάθημα-video,null
4170,328,TOOL_ACTIVITY_TYPE,Ερωτησεις hotpot,null
4171,328,TOOL_ACTIVITY_TYPE,Video Κινητική Ενέργεια,null
4172,328,TOOL_ACTIVITY_TYPE,Video Δυναμική Ενέργεια,null
4173,329,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4174,329,TOOL_ACTIVITY_TYPE,Τα ποιήματα,null
4175,329,TOOL_ACTIVITY_TYPE,Ερωτήσεις ενσυναίσθησης,null
4176,329,TOOL_ACTIVITY_TYPE,Συζήτηση(Forum),null
4177,329,TOOL_ACTIVITY_TYPE,Είδη ποιημάτων του Καβάφη,null
4178,329,TOOL_ACTIVITY_TYPE,Σωστό ή Λάθος;,null
4179,329,TOOL_ACTIVITY_TYPE,Χαρακτηριστικά της ποίησης του,null
4181,330,TOOL_ACTIVITY_TYPE,Παρακολ. Video,null
4182,330,TOOL_ACTIVITY_TYPE,Ερωτ. & Απαντ.,null
4183,330,TOOL_ACTIVITY_TYPE,Κουίζ,null
4180,330,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4184,330,TOOL_ACTIVITY_TYPE,Διαμοίρ. Πόρων,null
4185,330,TOOL_ACTIVITY_TYPE,Κακόβουλα προγράμματα,null
4187,330,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4188,330,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4189,330,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4191,330,TOOL_ACTIVITY_TYPE,Ερωτ. & Απαντ.,null
4192,330,TOOL_ACTIVITY_TYPE,Συζήτηση(Forum),null
4193,330,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4195,330,TOOL_ACTIVITY_TYPE,Τέλος μαθήματος,null
4196,330,TOOL_BRANCHING_ACTIVITY_TYPE,Διακλάδωση,"{812, 813, 814}"
4198,331,TOOL_ACTIVITY_TYPE,WEB2.0 effects,null
4199,331,TOOL_ACTIVITY_TYPE,WEB 1.0-2.0,null
4200,331,TOOL_ACTIVITY_TYPE,Other Concepts,null
4201,331,TOOL_ACTIVITY_TYPE,Q & A,null
4202,331,TOOL_ACTIVITY_TYPE,Q & A,null
4203,331,TOOL_ACTIVITY_TYPE,Technology,null
4204,331,TOOL_ACTIVITY_TYPE,CALL is,null
4205,331,PARALLEL_ACTIVITY_TYPE,Resources&Forum,"{816, 817}"
4206,331,TOOL_ACTIVITY_TYPE,Humans and Tech,null
4207,331,TOOL_ACTIVITY_TYPE,What is CALL?,null
4208,331,TOOL_ACTIVITY_TYPE,Autonomous ,null
4209,331,TOOL_ACTIVITY_TYPE,Humanware,null
4210,331,TOOL_ACTIVITY_TYPE,Q & A,null
4197,331,TOOL_ACTIVITY_TYPE,L1 Introduction,null
4211,331,TOOL_ACTIVITY_TYPE,Forum,null
4212,331,TOOL_ACTIVITY_TYPE,CALL Research ,null
4213,331,TOOL_ACTIVITY_TYPE,Forum,null
4215,332,TOOL_ACTIVITY_TYPE,ΤΑΥΤΟΤΗΤΕΣ,null
4216,332,TOOL_ACTIVITY_TYPE,Αξιολόγηση,null
4217,332,TOOL_ACTIVITY_TYPE,ΤΕΛΟΣ,null
4218,332,TOOL_ACTIVITY_TYPE,ΠΛΗΡΟΦΟΡΙΕΣ για ΕΠΑΝΑΛΗΨΗ,null
4219,332,TOOL_ACTIVITY_TYPE,ΓΕΩΜΕΤΡΙΚΗ ΕΡΜΗΝΕΙΑ,null
4220,332,TOOL_BRANCHING_ACTIVITY_TYPE,Διακλάδωση,"{819, 820, 821}"
4221,332,TOOL_ACTIVITY_TYPE,Υποβολή Αρχείου,null
4223,332,TOOL_ACTIVITY_TYPE,ΕΡΓΑΣΙΕΣ,null
4224,332,TOOL_ACTIVITY_TYPE,ΕΡΓΑΣΙΕΣ,null
4225,332,TOOL_ACTIVITY_TYPE,ΕΡΓΑΣΙΕΣ,null
4214,332,TOOL_ACTIVITY_TYPE,ΑΠΑΡΑΙΤΗΤΗ ΔΙΕΥΚΡΙΝΗΣΗ,null
4228,332,TOOL_ACTIVITY_TYPE,Ερευνα,null
4229,333,TOOL_ACTIVITY_TYPE,Noticeboard,null
4230,333,TOOL_ACTIVITY_TYPE,Noticeboard,null
4231,333,TOOL_ACTIVITY_TYPE,Q & A,null
4232,333,TOOL_ACTIVITY_TYPE,Noticeboard,null
4233,333,TOOL_ACTIVITY_TYPE,Multiple Choice,null
4234,333,PARALLEL_ACTIVITY_TYPE,Resources&Forum,"{824, 823}"
4235,333,TOOL_ACTIVITY_TYPE,Gmap,null
4236,333,TOOL_ACTIVITY_TYPE,Chat,null
4237,333,GROUPING_ACTIVITY_TYPE,Grouping,null
4238,333,TOOL_ACTIVITY_TYPE,Noticeboard,null
4239,333,TOOL_ACTIVITY_TYPE,Noticeboard,null
4240,333,TOOL_ACTIVITY_TYPE,Noticeboard,null
4241,333,TOOL_ACTIVITY_TYPE,Noticeboard,null
4242,333,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
4243,333,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
4244,333,TOOL_ACTIVITY_TYPE,Share Resources,null
4245,333,TOOL_ACTIVITY_TYPE,Forum,null
4246,333,PERMISSION_GATE_ACTIVITY_TYPE,Gate,null
4247,334,TOOL_ACTIVITY_TYPE,Noticeboard,null
4248,334,TOOL_ACTIVITY_TYPE,Share Resources,null
4249,334,PARALLEL_ACTIVITY_TYPE,Resources&Forum,"{826, 827}"
4250,334,TOOL_ACTIVITY_TYPE,Share Resources,null
4251,334,TOOL_ACTIVITY_TYPE,Forum,null
4252,334,TOOL_ACTIVITY_TYPE,Forum,null
4253,334,PARALLEL_ACTIVITY_TYPE,Resources&Forum,"{828, 829}"
4254,334,TOOL_ACTIVITY_TYPE,Notebook,null
4255,334,TOOL_ACTIVITY_TYPE,Chat,null
4256,334,TOOL_ACTIVITY_TYPE,Submit Files,null
4257,334,TOOL_ACTIVITY_TYPE,Notebook,null
4258,334,TOOL_ACTIVITY_TYPE,Submit Files,null
4259,334,TOOL_ACTIVITY_TYPE,Multiple Choice,null
4260,335,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4261,335,TOOL_ACTIVITY_TYPE,Ζώα σε χειμερία νάρκη,null
4262,335,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
4264,336,TOOL_ACTIVITY_TYPE,ΕΙΣΑΓΩΓΗ,null
4265,336,TOOL_ACTIVITY_TYPE,ΘΕΩΡΙΑ,null
4263,336,TOOL_ACTIVITY_TYPE,ΔΙΚΥΑ ΥΠΟΛΟΓΙΣΤΩΝ,null
4266,336,TOOL_ACTIVITY_TYPE,ΧΑΡΤΗΣ ΕΝΝΟΙΩΝ,null
4267,336,TOOL_ACTIVITY_TYPE,ΔΡΑΣΤΗΡΙΟΤΗΤΕΣ,null
4268,336,TOOL_ACTIVITY_TYPE,ΕΡΕΥΝΑ,null
4269,336,TOOL_ACTIVITY_TYPE,ΣΥΝΟΨΗ,null
4270,336,TOOL_ACTIVITY_TYPE,ΦΥΛΛΟ ΕΡΓΑΣΙΑΣ,null
4272,337,TOOL_ACTIVITY_TYPE,Πώς παίζεται το παιχνίδι;,null
4273,337,TOOL_ACTIVITY_TYPE,Παρουσιάζω την καλαθοσφαίριση,null
4274,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4275,337,TOOL_ACTIVITY_TYPE,Η τεχνική της καλαθοσφαίριση,null
4276,337,TOOL_ACTIVITY_TYPE,H ντρίπλα,null
4277,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4278,337,TOOL_ACTIVITY_TYPE,Ανατροφοδότηση στην ντρίπλα,null
4279,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4280,337,TOOL_ACTIVITY_TYPE,Ανατροφοδότηση στην πάσα,null
4281,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4282,337,TOOL_ACTIVITY_TYPE,Ανατροφοδίτηση στο σουτ,null
4283,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4284,337,TOOL_ACTIVITY_TYPE,Ανατροφοδότηση στην άμυνα,null
4285,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4286,337,TOOL_ACTIVITY_TYPE,Συνομιλία,null
4287,337,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4288,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4289,337,TOOL_ACTIVITY_TYPE,Η καλαθοσφαίριση ψηλώνει;,null
4290,337,TOOL_ACTIVITY_TYPE,Συλ. Δεδομένων,null
4291,337,TOOL_ACTIVITY_TYPE,Ποια ομάδα θα κερδίσει;,null
4292,337,TOOL_ACTIVITY_TYPE,Διατροφή και καλαθοσφαίριση,null
4293,337,TOOL_ACTIVITY_TYPE,Τέλος,null
4271,337,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4294,337,TOOL_ACTIVITY_TYPE,Το βιβλίο της Καλαθοσφαίρισης,null
4295,337,GROUPING_ACTIVITY_TYPE,Ομαδοποίηση,null
4296,337,TOOL_ACTIVITY_TYPE,Τι ξέρουμε για την Καλαθοσφαίριση;,null
4297,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4298,337,PERMISSION_GATE_ACTIVITY_TYPE,Πύλη,null
4299,337,TOOL_ACTIVITY_TYPE,Μαθαίνω Παίζοντας,null
4300,337,TOOL_ACTIVITY_TYPE,Η ντρίπλα 2,null
4301,337,TOOL_ACTIVITY_TYPE,Η πάσα,null
4302,337,TOOL_ACTIVITY_TYPE,Το σουτ,null
4303,337,TOOL_ACTIVITY_TYPE,Η άμυνα,null
4304,338,TOOL_ACTIVITY_TYPE,What is Grammar and Punctuation?,null
4305,338,TOOL_ACTIVITY_TYPE,Survey,null
4307,338,TOOL_ACTIVITY_TYPE,"Why did you say ""Yes""?",null
4308,338,TOOL_ACTIVITY_TYPE,"Why did you say ""No""?",null
4309,338,TOOL_ACTIVITY_TYPE,"Why did you say ""I'm not sure""?",null
4312,338,TOOL_ACTIVITY_TYPE,Notebook,null
4313,338,CHOSEN_BRANCHING_ACTIVITY_TYPE,Branching,"{834, 835, 836}"
4314,338,TOOL_ACTIVITY_TYPE,Noticeboard,null
4315,338,TOOL_ACTIVITY_TYPE,Share Resources,null
4316,338,TOOL_ACTIVITY_TYPE,Chat,null
4317,338,TOOL_ACTIVITY_TYPE,Multiple Choice,null
4318,338,TOOL_ACTIVITY_TYPE,Mindmap,null
4319,338,TOOL_ACTIVITY_TYPE,Notebook,null
4320,339,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4321,339,TOOL_ACTIVITY_TYPE,Ερωτ. Πολ. Επ.,null
4322,339,TOOL_ACTIVITY_TYPE,Νοητικός χάρτης,null
4323,339,TOOL_ACTIVITY_TYPE,Διαμοίρ. Πόρων,null
4324,339,TOOL_ACTIVITY_TYPE,Ψηφοφορία,null
4325,340,TOOL_ACTIVITY_TYPE,Καλωσόρισμα,null
4326,340,TOOL_ACTIVITY_TYPE,Πρόβλημα,null
4327,340,TOOL_ACTIVITY_TYPE,Έρευνα,null
4328,340,TOOL_ACTIVITY_TYPE,Αρχικές Σκέψεις,null
4329,340,TOOL_ACTIVITY_TYPE,Συζήτηση Νο2,null
4330,340,TOOL_ACTIVITY_TYPE,Αρχικές Ιδέες,null
4331,340,TOOL_ACTIVITY_TYPE,Αρχική Συζήτηση,null
4332,340,TOOL_ACTIVITY_TYPE,Απάντηση στο πρόβλημα,null
4333,340,GROUPING_ACTIVITY_TYPE,Grouping,null
4334,340,TOOL_ACTIVITY_TYPE,Mindmap,null
4335,341,TOOL_ACTIVITY_TYPE,Learning outcomes,null
4336,341,TOOL_ACTIVITY_TYPE,Locating our Wetland,null
4338,341,TOOL_ACTIVITY_TYPE,Contemporary Society,null
4339,341,TOOL_ACTIVITY_TYPE,Indigenous society,null
4340,341,TOOL_ACTIVITY_TYPE,Conclusion,null
4341,341,CHOSEN_BRANCHING_ACTIVITY_TYPE,Images and Questions,{842}
4343,341,TOOL_ACTIVITY_TYPE,Images of Wetlands,null
4345,341,TOOL_ACTIVITY_TYPE,Wetlands Questions,null
4346,341,GROUPING_ACTIVITY_TYPE,Grouping,null
4347,341,TOOL_ACTIVITY_TYPE,Instructions for Groupwork,null
4348,341,TOOL_ACTIVITY_TYPE,Multiple Choice,null
4349,341,TOOL_ACTIVITY_TYPE,Q & A,null
4350,341,CHOSEN_BRANCHING_ACTIVITY_TYPE,Group work,"{840, 841}"
4351,341,TOOL_ACTIVITY_TYPE,Forum,null
4353,342,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4354,342,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4355,342,TOOL_ACTIVITY_TYPE,Ερωτ. Πολ. Επ.,null
4356,342,TOOL_ACTIVITY_TYPE,Διαμοίρ. Πόρων,null
4357,342,TOOL_ACTIVITY_TYPE,Ερωτ. Πολ. Επ.,null
4358,342,TOOL_ACTIVITY_TYPE,Διαμοίρ. Πόρων,null
4359,342,TOOL_ACTIVITY_TYPE,Ερευνα,null
4360,342,TOOL_ACTIVITY_TYPE,Επεξ Εικ. Pixlr,null
4361,342,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4352,342,TOOL_ACTIVITY_TYPE,Ανακ. Πίνακας,null
4362,343,TOOL_ACTIVITY_TYPE,Καλώς ήρθατε,null
4363,343,TOOL_ACTIVITY_TYPE,Video - Ιστότοποι,null
4364,343,TOOL_ACTIVITY_TYPE,Ερωτήσεις - Τέλος,null
4365,343,GROUPING_ACTIVITY_TYPE,Χωρισμός σε 2άδες,null
4366,343,TOOL_ACTIVITY_TYPE,Δραστηριότητα 1,null
4367,343,TOOL_ACTIVITY_TYPE,Δραστηριότητα 2,null
4368,343,TOOL_ACTIVITY_TYPE,Δραστηριότητα 3,null
4369,343,TOOL_ACTIVITY_TYPE,Πίνακας Αληθείας,null
4370,344,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4371,344,FLOATING_ACTIVITY_TYPE,Δραστηριότητα Υποστήριξης.,null
4372,344,TOOL_ACTIVITY_TYPE,ΛΟΓΙΣΜΙΚΟ,null
4373,344,TOOL_ACTIVITY_TYPE,Πληκτρολόγιο Η/Υ,null
4374,344,TOOL_ACTIVITY_TYPE,Typing in English,null
4375,344,TOOL_ACTIVITY_TYPE,Το ποντίκι,null
4376,344,TOOL_ACTIVITY_TYPE,Δραστηριότητα 1.,null
4377,344,TOOL_ACTIVITY_TYPE,Κουίζ Πληκτρολόγιο,null
4378,344,TOOL_ACTIVITY_TYPE,Άσκηση 1,null
4379,344,TOOL_ACTIVITY_TYPE,ΟΡΘΟΓΡΑΦΙΑ,null
4380,344,TOOL_ACTIVITY_TYPE,ΛΕΞΙΚΟ ΕΛΛΗΝΙΚΗΣ ΓΛΩΣΣΑΣ,null
4381,344,TOOL_ACTIVITY_TYPE,Χρήση Ποντικιού,null
4382,344,TOOL_ACTIVITY_TYPE,Χρήση Πλκητρολόγιου,null
4383,344,TOOL_ACTIVITY_TYPE,Άσκηση 2,null
4384,344,TOOL_ACTIVITY_TYPE,Κουίζ Ποντίκι,null
4385,344,TOOL_ACTIVITY_TYPE,Το Τυφλό Σύστημα,null
4386,345,TOOL_ACTIVITY_TYPE,Εισαγωγή - Φάση Α' (Σπίτι),null
4387,345,TOOL_ACTIVITY_TYPE,Έλεγχος των γνώσεων,null
4388,345,TOOL_ACTIVITY_TYPE,Ερώτηση Κρίσεως,null
4389,345,TOOL_ACTIVITY_TYPE,Αξιολόγηση,null
4390,345,TOOL_ACTIVITY_TYPE,Θεωρητικό μέρος,null
4391,345,PERMISSION_GATE_ACTIVITY_TYPE,Τέλος Α' Φάσης,null
4392,345,TOOL_ACTIVITY_TYPE,Μελέτη,null
4393,345,TOOL_ACTIVITY_TYPE,Ανακοίνωση - Φάση Β' (Τάξη),null
4394,345,TOOL_ACTIVITY_TYPE,Λίστα Εργασιών,null
4395,345,TOOL_ACTIVITY_TYPE,Δραστηριότητα 1,null
4396,345,TOOL_ACTIVITY_TYPE,Υποβολή Αρχείων,null
4397,345,TOOL_ACTIVITY_TYPE,Δραστηριότητα 2,null
4398,345,GROUPING_ACTIVITY_TYPE,Ομαδοποίηση,null
4399,345,GROUP_BRANCHING_ACTIVITY_TYPE,Διακλάδωση,"{850, 851}"
4401,345,TOOL_ACTIVITY_TYPE,Υποβολή Αρχείων 1,null
4403,345,TOOL_ACTIVITY_TYPE,Υποβολή Αρχείων 2,null
4404,345,FLOATING_ACTIVITY_TYPE,Υποστηρικτικές Δραστηριότητες,null
4405,345,TOOL_ACTIVITY_TYPE,Ανατροφοδότηση,null
4406,345,TOOL_ACTIVITY_TYPE,Ανατροφοδότηση,null
4407,345,TOOL_ACTIVITY_TYPE,Τέλος Ενότητας,null
4408,346,TOOL_ACTIVITY_TYPE,Εισαγωγή,null
4409,346,TOOL_ACTIVITY_TYPE,Στόχοι,null
4410,346,TOOL_ACTIVITY_TYPE,απλή print,null
4411,346,TOOL_ACTIVITY_TYPE,χρήση input,null
4412,346,TOOL_ACTIVITY_TYPE,Input-δίνω τιμή,null
4413,346,TOOL_ACTIVITY_TYPE,μεταβλητή,null
4414,346,TOOL_ACTIVITY_TYPE,Τι είναι μεταβλητή,null
4415,346,TOOL_ACTIVITY_TYPE,Ανακεφαλαίωση,null
4416,347,TOOL_ACTIVITY_TYPE,Quiz Q5,null
4417,347,TOOL_ACTIVITY_TYPE,Πολλαπλής Επιλογής,null
4418,347,TOOL_ACTIVITY_TYPE,Σωστού-Λάθους,null
4419,348,TOOL_ACTIVITY_TYPE,Introduction,null
4420,348,TOOL_ACTIVITY_TYPE,Video Recorder,null
4421,348,TOOL_ACTIVITY_TYPE,Conole's LD book,null
4422,348,TOOL_ACTIVITY_TYPE,Q & A ,null
4423,348,TOOL_ACTIVITY_TYPE,Submit Files,null
4424,348,TOOL_ACTIVITY_TYPE,Technology,null
4425,348,TOOL_ACTIVITY_TYPE,Forum,null
4426,348,PARALLEL_ACTIVITY_TYPE,Resources&Forum,"{856, 857}"
4427,348,TOOL_ACTIVITY_TYPE,Pedagogic Planners,null
